Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
N1C[C@@H]2C[C@H](C1)c1c2cc2c(c1)nccn2,C13H13N3,-0.86325,-0.73095,0.360253,-0.35864,-1.06656,-0.69176,-0.50877,-0.63942,-0.81883,0.30002,-0.2843,0.044986,0.145158,0.089539,0.162008,0.476177,-2.58E-02,-2.57E-02,0.098126,0.863262,-2.52E-02,-2.52E-02,1.063719,-0.0773,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,1.878749,0.98634,-0.36345,-0.36668,-0.37732,2.084166,-0.39508,0.180294,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.67802
[O-]C(=O)[O-].[Li+].[Li+],CLi2O3,-1.51078,-1.45637,-1.18747,-1.87608,-1.06656,-0.69176,-0.86646,-1.74442,-0.51253,0.0577,-0.56247,-1.16082,-1.08609,-1.05604,-0.7193,1.283768,-2.58E-02,-2.57E-02,1.036924,1.013021,-2.52E-02,-2.52E-02,1.063719,1.921253,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.250744,-0.58263,2.195733,-0.59641,-0.65233,0.716544,0.359296,-0.23795,-0.77024,-0.3596,-1.23377
OS(=O)(=O)O.CNC(Cc1ccccc1)(C)C.CNC(Cc1ccccc1)(C)C,C22H36N2O4S,0.142377,0.212081,0.669798,-0.07911,-0.0238,0.047121,0.564304,0.376222,0.016671,0.543546,-0.19661,1.123043,0.690138,0.14143,0.665119,0.070245,-2.58E-02,-2.57E-02,0.098126,0.2357,-2.52E-02,-2.52E-02,0.223833,0.01229,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.22386,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,-0.3596,-0.68997
CN1CCCN=C1COC(=O)C(c1ccccc1)(C1CCCCC1)O.[Cl-].[H+],C20H28ClN2O3,-0.06357,-0.00554,-0.25884,0.519882,-0.0238,-0.44547,-0.50877,0.200305,-0.52532,0.0577,0.601619,-0.71526,0.706286,0.516636,0.227933,-0.46815,-2.58E-02,-2.57E-02,-0.84067,-0.40613,-2.52E-02,-2.52E-02,-0.61605,-0.04973,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.56962,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,0.803066,0.194452
OCC(CO)O,C3H8O3,-1.42499,-1.45637,-1.18747,2.11719,-0.71897,-0.69176,0.206612,-1.4988,-0.5427,0.111951,-1.05531,-0.91779,-1.04976,-1.2636,-0.77829,1.73243,-2.58E-02,-2.57E-02,1.975722,1.633452,-2.52E-02,-2.52E-02,1.903605,1.779976,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.22016,-0.58263,2.195733,-0.59641,-0.65233,0.716544,0.359296,-0.23795,-0.77024,-0.3596,-1.50269
OC(=O)/C=C\C(=O)O.COc1ccc(cc1)CN(c1ccccn1)CCN(C)C,C21H27N3O5,0.033301,0.212081,0.669798,-0.71803,0.497586,0.293415,-0.15108,0.19048,-0.02967,0.467595,-0.35686,0.294248,-0.01228,0.061598,0.2661,0.356534,-2.58E-02,-2.57E-02,0.098126,0.460339,-2.52E-02,-2.52E-02,0.223833,-0.42877,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.31285,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.418443,-0.23795,0.280728,0.803066,-0.56448
CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F.[Cl-].[H+],C17H18ClF3NO,-0.22911,-0.22317,0.669798,-0.71803,0.149998,-0.19917,-0.50877,-0.285,-1.01856,0.0577,0.997711,0.3441,1.287598,0.947725,0.727574,-0.79289,-2.58E-02,-2.57E-02,-0.84067,-0.58441,-2.52E-02,-2.52E-02,-0.61605,-0.94219,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,2.084166,-0.39508,0.992318,0.518042,-0.83184,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,-0.3596,-0.7079
CO/N=C(/c1csc(n1)N)\C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)C[N+]1(C)CCCC1.O.[Cl-].[Cl-].[H+],C19H27Cl2N6O6S2,0.834828,0.647328,-0.41361,0.240353,0.323792,0.53971,0.564304,0.790896,1.258998,0.0577,-0.39617,-2.46633,-2.15991,-1.60288,-1.25364,-0.0024,-2.58E-02,-2.57E-02,0.098126,-0.29202,-2.52E-02,-2.52E-02,-0.61605,0.432675,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.73184,1.618714,1.438839,0.942589,1.384333,0.016684,-2.24319,-0.23795,2.382659,0.803066,0.917529
OC(=O)[C@@H]([C@H](C(=O)O)O)O.CC(COc1ccc(cc1)CNC(=O)N(C1CCN(CC1)C)Cc1ccc(cc1)F)C.CC(COc1ccc(cc1)CNC(=O)N(C1CCN(CC1)C)Cc1ccc(cc1)F)C,C54H74F2N6O10,2.879183,3.33135,2.527067,0.040689,2.930701,2.017476,1.279686,3.31342,1.195035,1.093287,0.269023,1.683882,0.831429,0.792054,1.352126,-1.37829,-2.58E-02,-2.57E-02,-1.77947,-1.06578,-2.52E-02,-2.52E-02,-1.45594,-1.03523,-2.47E-02,-2.47E-02,-1.43158,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.13229,2.719385,2.195733,2.481588,3.420996,2.816123,-1.88831,-0.23795,-0.77024,0.803066,2.130626
COc1cc(cc(c1OC)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@H](c2c1cc1OCOc1c2)O,C22H22O8,0.094344,0.284622,0.669798,-0.23884,-0.37138,0.53971,-0.50877,0.05516,-0.15663,0.415755,0.084583,0.250627,0.137084,0.277143,0.391011,-0.2075,-2.58E-02,-2.57E-02,0.098126,0.000364,-2.52E-02,-2.52E-02,0.223833,-0.22891,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,2.084166,2.529585,0.043103,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,0.487269
O=C1N=C(OC1c1ccccc1)N,C9H8N2O2,-1.02866,-0.94858,-0.25884,-1.43682,-0.89277,-0.69176,-0.50877,-0.94473,-0.49455,0.186696,-0.25104,-0.43173,-0.36753,-0.28567,-0.15374,0.621458,-2.58E-02,-2.57E-02,1.036924,0.620795,-2.52E-02,-2.52E-02,1.063719,0.615302,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.287822,-0.58263,-0.83184,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,-0.3596,-0.40313
C1CN2C(=N[C@H](C2)c2ccccc2)S1.[Cl-].[H+],C11H12ClN2S,-0.72425,-0.8035,-0.25884,-0.4385,-0.89277,-1.18435,-0.86646,-0.50429,-0.78154,0.0577,0.27507,-0.96452,0.556921,0.217269,0.019749,-0.0024,-2.58E-02,-2.57E-02,0.098126,0.153689,-2.52E-02,-2.52E-02,0.223833,0.36376,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.602991,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.17605
CC(Cc1ccc(cc1)Cl)(N)C.[Cl-].[H+],C10H14Cl2N,-0.8214,-0.94858,-0.25884,-0.27877,-0.71897,-1.18435,-0.50877,-0.76807,-0.96112,0.0577,0.504864,-0.47846,0.904093,0.225252,0.241812,-0.1434,-2.58E-02,-2.57E-02,0.098126,-0.01746,-2.52E-02,-2.52E-02,0.223833,0.070868,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.847711,-0.58263,-0.83184,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,-0.3596,-1.52061
CCCCOc1ccc(cc1)OCCCN1CCOCC1.[Cl-].[H+],C17H27ClNO3,-0.3042,-0.29571,-0.25884,0.719545,0.497586,-0.44547,-0.86646,-0.1215,-0.90186,0.0577,0.668138,-0.49093,0.395445,0.57651,0.248752,-0.32287,-2.58E-02,-2.57E-02,0.098126,-0.2528,-2.52E-02,-2.52E-02,-0.61605,-0.27026,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,2.084166,-0.39508,0.74389,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,0.803066,-0.78559
O=C1C=C[C@]2(C(=C1)CC[C@@H]1[C@]2(F)[C@@H](O)C[C@]2([C@H]1C[C@H]([C@]2(O)C(=O)COP(=O)([O-])[O-])C)C)C.[Na+].[Na+],C22H28FNa2O8P,0.5751,0.574787,-1.18747,1.039007,-0.37138,0.786004,-0.15108,0.165455,0.61756,-3.50356,-0.4899,0.633867,-0.13339,-0.32558,-2.06209,0.159978,-2.58E-02,-2.57E-02,0.098126,0.221437,-2.52E-02,-2.52E-02,0.223833,0.749687,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.68735,0.518042,-0.07495,0.942589,1.384333,0.016684,0.359296,-0.23795,0.280728,-0.3596,1.294008
OC(=O)C(F)(F)F.N#C[C@@H]1C[C@H]2[C@@H](N1C(=O)[C@H](C13CC4CC(C1)CC(C3)(C4)O)N)C2,C20H26F3N3O4,0.165145,0.284622,-1.18747,1.518199,-0.37138,0.786004,0.206612,0.024018,0.265402,0.293992,-0.71667,0.434458,0.003867,-0.4573,0.026689,0.591547,-2.58E-02,-2.57E-02,1.036924,0.717068,-2.52E-02,-2.52E-02,1.063719,0.952988,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.68735,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,0.899602
O=C1CCC2(C(=C1)CCC1C2C(O)CC2(C1CC[C@]2(O)C(=O)COP(=O)([O-])[O-])C)C.[Na+].[Na+],C21H29Na2O8P,0.433687,0.429704,-1.18747,1.358468,-0.37138,0.53971,-0.15108,0.083522,0.61756,-3.86644,-0.53526,0.468731,-0.23027,-0.37348,-2.34314,0.279621,-2.58E-02,-2.57E-02,0.098126,0.278488,-2.52E-02,-2.52E-02,0.223833,0.80482,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.66139,-0.58263,-0.07495,0.942589,1.384333,0.016684,0.359296,-0.23795,0.280728,-0.3596,1.20437
CC(=O)O.NCc1ccc(cc1)S(=O)(=O)N,C9H14N2O4S,-0.69818,-0.73095,-0.25884,-0.99756,-0.71897,0.047121,0.206612,-0.78346,0.31621,0.167407,-1.48467,-0.14508,-0.63396,-1.05205,-0.56317,1.587149,-2.58E-02,-2.57E-02,1.975722,1.62632,-2.52E-02,-2.52E-02,1.903605,0.715229,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.94319,-0.58263,-0.83184,-0.59641,1.384333,0.016684,0.359296,-0.23795,-0.77024,-0.3596,-1.25768
O=C1[C@@H](NC(=O)/C(=N\OC(C(=O)O)(C)C)/c2csc(n2)N)[C@@H]2N1C(=C(CS2)C[n+]1ccccc1)C(=O)[O-],C22H22N6O7S2,0.717361,0.79241,0.515025,-0.59823,0.67138,0.786004,0.206612,0.658541,1.678739,-0.26539,-1.20347,-0.91779,-0.67837,-0.78461,-0.88238,0.792377,-2.58E-02,-2.57E-02,1.036924,0.435379,-2.52E-02,-2.52E-02,0.223833,0.601519,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.37701,1.618714,1.438839,0.942589,1.384333,0.716544,-2.24319,-0.23795,2.382659,0.803066,0.851795
O=C1CC[C@]2(C(=C1)[C@@H]1C[C@@H]1[C@@H]1[C@@H]2CC[C@]2([C@H]1[C@@H]1C[C@@H]1[C@]12CCC(=O)O1)C)C,C24H30O3,-0.13154,0.066999,-1.18747,1.438334,-1.06656,-0.69176,-0.86646,0.043296,-0.75173,0.427811,0.223669,0.945444,1.38852,0.764113,0.883712,-0.19041,-2.58E-02,-2.57E-02,0.098126,0.196477,-2.52E-02,-2.52E-02,0.223833,-0.0773,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.272991,0.518042,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,1.078877
CC(=O)Nc1c(I)c(N(C(=O)C)C)c(c(c1I)C(=O)[O-])I.[Na+],C12H10I3N2NaO4,1.20448,-0.29571,-0.25884,-0.87776,-0.19759,-0.44547,-0.50877,0.041999,-0.19453,-1.24793,0.060394,0.104186,0.766839,0.484704,-0.46254,-0.74162,-2.58E-02,-2.57E-02,-0.84067,0.053849,-2.52E-02,-2.52E-02,0.223833,-0.22202,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.50937,0.518042,-0.07495,-0.59641,-0.65233,0.016684,0.359296,-0.23795,0.280728,-0.3596,-0.74973
Cn1c(=O)n(C)c2c(c1=O)[nH]cn2.Cn1c(=O)n(C)c2c(c1=O)[nH]cn2.NCCN,C16H24N10O4,0.122721,0.284622,1.598432,-0.35864,-0.89277,0.53971,0.564304,0.195485,1.107177,0.355477,-1.14602,-1.38827,-1.10224,-0.83251,-0.69848,0.724009,-2.58E-02,-2.57E-02,1.036924,0.720634,-2.52E-02,-2.52E-02,1.063719,1.028796,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.0433,0.518042,-0.07495,0.942589,1.384333,0.716544,0.359296,-0.23795,-0.77024,-0.3596,-0.49875
COCCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OC(C)C)C,C21H26N2O7,0.113341,0.284622,-0.25884,-0.15897,0.67138,0.293415,-0.50877,0.258882,0.169216,0.448306,0.399038,0.409532,-0.04861,-0.27768,0.387541,-0.26305,-2.58E-02,-2.57E-02,0.098126,-0.58798,-2.52E-02,-2.52E-02,-0.61605,-0.22891,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,2.749695,2.725518,2.648644,2.084166,2.529585,0.306362,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,2.382659,0.803066,0.337873
CO[Si](O[Si](C)(C)C)(C)C.O=[Si]=O,C6H18O4Si3,-0.73504,-0.94858,-1.18747,2.11719,-0.54518,-0.44547,-0.86646,-0.83202,-0.64034,0.0577,-0.09986,0.091723,-0.99728,-1.53503,-0.40356,0.52318,-2.58E-02,-2.57E-02,0.098126,0.524521,-2.52E-02,-2.52E-02,0.223833,0.756579,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.280407,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,-0.3596,0.266162
COC(=O)C(c1ccccc1)C1CCCCN1.[Cl-].[H+],C14H19ClNO2,-0.58745,-0.58587,-0.25884,0.120555,-0.37138,-0.69176,-0.50877,-0.44627,-0.81255,0.0577,-0.2208,-0.76511,0.520589,0.16937,-0.06352,0.467631,-2.58E-02,-2.57E-02,0.098126,0.781251,-2.52E-02,-2.52E-02,1.063719,0.119109,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.102429,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.57643
OCCc1sc[n+](c1C)Cc1cnc(nc1N)C.[Cl-].[Cl-].[H+],C12H17Cl2N4OS,-0.26927,-0.44079,0.515025,-0.19891,-0.37138,-0.69176,-0.15108,-0.29501,-0.01821,0.0577,0.272047,-2.03635,-0.20605,0.133446,-0.36539,-0.21604,-2.58E-02,-2.57E-02,0.098126,-0.31698,-2.52E-02,-2.52E-02,-0.61605,0.270724,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.380519,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.418443,-0.23795,0.280728,-1.52227,-0.43899
CC(O)C,C3H8O,-1.57579,-1.60145,-1.18747,2.11719,-1.06656,-1.18435,-0.50877,-1.54181,-1.03099,0.224069,-0.42036,-0.27594,-0.32312,-0.9323,-0.24395,1.194036,-2.58E-02,-2.57E-02,1.036924,1.159215,-2.52E-02,-2.52E-02,1.063719,1.425061,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.402766,-0.58263,1.438839,-0.59641,-0.65233,1.416404,0.359296,-0.23795,-0.77024,-0.3596,-1.68794
CN1CCC(CC1)OC(c1ccccc1)c1ccccc1.[Cl-].[H+],C19H23ClNO,-0.36082,-0.29571,0.669798,-0.39857,-0.37138,-0.93806,-0.86646,-0.0835,-1.12464,0.0577,0.885838,-0.30398,0.96061,0.6284,0.446526,-0.71171,-2.58E-02,-2.57E-02,-0.84067,-0.38117,-2.52E-02,-2.52E-02,-0.61605,-0.51491,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,2.084166,-0.39508,0.958947,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.92303
[Cl-].[K+],ClK,-1.50767,-1.74653,-1.18747,-0.39857,-1.06656,-0.93806,-0.86646,-1.76147,-1.27514,0.0577,0.885838,-0.30398,0.96061,0.6284,0.446526,-0.71171,-2.58E-02,-2.57E-02,-0.84067,-0.38117,-2.52E-02,-2.52E-02,-0.61605,-0.51491,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,2.084166,-0.39508,0.958947,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.92303
Clc1ccc(cc1)C(c1ccccc1)N1CCN(CC1)Cc1cccc(c1)C.O.[Cl-].[Cl-].[H+].[H+],C25H29Cl3N2O,0.412428,0.357163,1.598432,-0.75796,-0.19759,-0.69176,-0.50877,0.737324,-1.08554,0.0577,1.557077,-0.86793,1.295672,1.394779,0.665119,-1.7244,-2.58E-02,-2.57E-02,-1.77947,-1.22623,-2.52E-02,-2.52E-02,-1.45594,-1.55554,-2.47E-02,-2.47E-02,-1.43158,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,1.174003,0.518042,1.438839,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,0.803066,-0.28959
CC(Cc1ccc(cc1)C(C(=O)O)C)C.NCCCC[C@@H](C(=O)O)N,C19H32N2O4,-0.19763,-0.07808,-0.25884,0.440016,0.497586,0.047121,0.564304,-0.01028,0.253213,0.389233,-1.1309,0.412647,-0.54111,0.376932,0.033628,1.232493,-2.58E-02,-2.57E-02,1.036924,1.234094,-2.52E-02,-2.52E-02,1.063719,0.222483,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.87645,-0.58263,-0.83184,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,0.803066,-0.36728
Oc1ccc(cc1)C(C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)[O-])CSc1nnnn1C)NC(=O)c1c[nH]c(cc1=O)C.[Na+],C25H23N8NaO7S2,1.13236,1.227657,1.44366,-0.75796,0.845174,1.032298,0.564304,0.936783,1.934229,-1.53486,-0.17545,-1.06111,-0.39579,-0.82852,-1.36814,-0.36132,-2.58E-02,-2.57E-02,-0.84067,-0.9802,-2.52E-02,-2.52E-02,-1.45594,-0.16345,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.67993,1.618714,1.438839,2.481588,1.384333,0.716544,-1.88831,-0.23795,-0.77024,0.803066,0.881674
OP(=O)(O)O.NCCc1nc[nH]c1,C5H12N3O4P,-0.87325,-0.94858,-0.41361,-0.27877,-0.71897,0.047121,0.921995,-1.02963,0.441843,-0.08576,-2.01984,-0.71526,-1.53015,-0.53714,-1.02464,2.159727,-2.58E-02,-2.57E-02,1.975722,2.203963,-2.52E-02,-2.52E-02,1.903605,0.849615,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.3251,-0.58263,-0.07495,0.942589,1.384333,0.016684,0.359296,-0.23795,0.280728,-0.3596,-0.95889
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,C11H16N2O2,-0.8774,-0.8035,-0.41361,0.679613,-0.54518,-0.69176,-0.86646,-0.82313,-0.74268,0.275909,-0.48688,-0.03602,-0.07687,-0.22979,-0.00801,0.83938,-2.58E-02,-2.57E-02,1.036924,1.062941,-2.52E-02,-2.52E-02,1.063719,0.622193,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.009732,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.43899
OC(=O)/C=C\C(=O)O.CC[C@H](NC(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)cn3C)CO,C25H31N3O6,0.354166,0.574787,0.20548,-0.27877,0.149998,0.293415,0.564304,0.589584,0.319106,0.437456,-0.87995,-0.00175,-0.12128,-0.01424,0.030159,0.634277,-2.58E-02,-2.57E-02,1.036924,0.884656,-2.52E-02,-2.52E-02,1.063719,-0.02217,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.92094,-0.58263,-0.07495,-0.59641,1.384333,-0.68318,0.418443,-0.23795,0.280728,-0.3596,0.696423
CS(=O)(=O)O.CCC(C(c1ccc(c(c1)O)O)O)NC(C)C,C14H25NO6S,-0.278,-0.29571,-0.25884,0.400084,-0.19759,0.293415,0.921995,-0.28092,0.359777,0.21563,-0.97065,0.278669,-0.24642,-0.23777,-0.11557,1.010298,-2.58E-02,-2.57E-02,1.036924,0.970233,-2.52E-02,-2.52E-02,1.063719,0.567061,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.69847,-0.58263,-0.83184,-0.59641,1.384333,-0.68318,0.359296,3.654948,1.331694,-1.52227,-0.42704
CNS(=O)(=O)CCc1ccc2c(c1)c(c[nH]2)C1CCN(CC1)C.[Cl-].[H+],C17H25ClN3O2S,-0.1059,-0.15062,0.20548,0.240353,-0.19759,-0.44547,-0.15108,0.061648,-0.38714,0.0577,0.320424,-0.43173,0.145158,0.077565,0.050977,-0.26732,-2.58E-02,-2.57E-02,0.098126,-0.14583,-2.52E-02,-2.52E-02,0.223833,-0.42188,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.34344,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.58838
OC[C@H]1OC(O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1OC1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O,C18H32O16,0.518723,0.574787,-1.18747,2.11719,0.149998,2.510064,3.068141,-0.00694,1.967417,0.033589,-2.6034,-2.75609,-2.92288,-3.47093,-2.29456,2.159727,-2.58E-02,-2.57E-02,1.975722,1.972193,-2.52E-02,-2.52E-02,1.903605,3.475301,-2.26E-02,-1.99E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-2.5005,2.719385,0.681945,0.942589,1.384333,2.116264,-1.88831,-0.23795,-0.77024,-0.3596,1.568896
Fc1ccc(cc1)CN/C(=C\1/N=C(N(C(=O)C1=O)C)C(NC(=O)c1nnc(o1)C)(C)C)/O,C20H21FN6O5,0.235804,0.429704,0.515025,-0.6781,0.149998,0.786004,0.206612,0.280571,0.535373,0.397672,-0.01217,-0.24478,-0.70663,-0.1739,0.023219,-0.0964,-2.58E-02,-2.57E-02,0.098126,-0.31342,-2.52E-02,-2.52E-02,-0.61605,-0.42188,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.10892,0.518042,-0.83184,0.942589,1.384333,0.016684,-2.24319,-0.23795,2.382659,-0.3596,0.176525
CCCCCCCCCc1ccc(cc1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,C33H60O10,1.048455,1.227657,-0.25884,1.398401,5.016227,1.032298,-0.50877,1.24283,-0.02847,1.039036,0.873743,0.998412,-0.23431,2.488467,1.418051,-0.48951,-2.58E-02,-2.57E-02,-0.84067,-1.04438,-2.52E-02,-2.52E-02,-1.45594,-2.06207,-2.47E-02,-2.47E-02,-2.60379,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,2.529585,0.272991,0.518042,1.438839,0.942589,-0.65233,0.716544,0.359296,-0.23795,-0.77024,1.965735,0.535075
